origin_airport_code,origin_airport,origin_airport_id,origin_airport_latitude,origin_airport_longitude,origin_city,origin_country,destination_airport_code,destination_airport,destination_airport_id,destination_airport_latitude,destination_airport_longitude,destination_city,destination_country
HPN,Westchester County Airport,3589,41.06700134277344,-73.70760345,White Plains,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
HSV,Huntsville International Carl T Jones Field,4113,34.6371994,-86.77510071,Huntsville,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,ATL,Hartsfield Jackson Atlanta International Airport,3682,33.6367,-84.428101,Atlanta,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,BKW,Raleigh County Memorial Airport,5724,37.787300109899995,-81.12419891,Beckley,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,BTV,Burlington International Airport,3711,44.471900939899996,-73.15329742,Burlington,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,CHS,Charleston Air Force Base-International Airport,3806,32.89860153,-80.04049683,Charleston,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,CRW,Yeager Airport,4285,38.37310028076172,-81.59320068,Charleston,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,GCM,Owen Roberts International Airport,1926,19.292800903299998,-81.35769653,Georgetown,Cayman Islands
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,GUA,La Aurora Airport,1767,14.5833,-90.527496,Guatemala City,Guatemala
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,IND,Indianapolis International Airport,3585,39.7173,-86.294403,Indianapolis,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,LAS,McCarran International Airport,3877,36.08010101,-115.1520004,Las Vegas,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,MAN,Manchester Airport,478,53.35369873046875,-2.274950027,Manchester,United Kingdom
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,MUC,Munich Airport,346,48.353802,11.7861,Munich,Germany
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,ORF,Norfolk International Airport,3611,36.89459991455078,-76.20120239,Norfolk,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,PIT,Pittsburgh International Airport,3570,40.49150085,-80.23290253,Pittsburgh,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,RDU,Raleigh Durham International Airport,3626,35.877601623535156,-78.78749847,Raleigh-durham,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,SAT,San Antonio International Airport,3621,29.533700942993164,-98.46980286,San Antonio,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,STL,St Louis Lambert International Airport,3678,38.748697,-90.370003,St. Louis,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,TUL,Tulsa International Airport,3855,36.19839859008789,-95.88809967,Tulsa,United States
IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States,YYZ,Lester B. Pearson International Airport,193,43.67720032,-79.63059998,Toronto,Canada
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,AEX,Alexandria International Airport,3852,31.32740020751953,-92.54979706,Alexandria,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,AUS,Austin Bergstrom International Airport,3673,30.194499969482422,-97.66989899,Austin,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,BOG,El Dorado International Airport,2709,4.70159,-74.1469,Bogota,Colombia
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,BWI,Baltimore/Washington International Thurgood Marshall Airport,3849,39.1754,-76.668297,Baltimore,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,CLE,Cleveland Hopkins International Airport,3486,41.4117012,-81.84980011,Cleveland,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,COS,City of Colorado Springs Municipal Airport,3819,38.805801,-104.700996,Colorado Springs,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,CVG,Cincinnati Northern Kentucky International Airport,3488,39.04880142,-84.6678009,Cincinnati,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,GDL,Don Miguel Hidalgo Y Costilla International Airport,1804,20.521799087524414,-103.310997,Guadalajara,Mexico
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,GRR,Gerald R. Ford International Airport,3685,42.88079834,-85.52279663,Grand Rapids,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,HOB,Lea County Regional Airport,3749,32.6875,-103.2170029,Hobbs,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,ICT,Wichita Eisenhower National Airport,3457,37.649899,-97.433098,Wichita,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,LOS,Murtala Muhammed International Airport,273,6.5773701667785645,3.321160078048706,Lagos,Nigeria
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,MIA,Miami International Airport,3576,25.79319953918457,-80.29060364,Miami,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,MOB,Mobile Regional Airport,3782,30.69120026,-88.24279785,Mobile,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,NAS,Lynden Pindling International Airport,1953,25.03899956,-77.46620178,Nassau,Bahamas
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,ONT,Ontario International Airport,3734,34.055999755859375,-117.6009979,Ontario,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,PDX,Portland International Airport,3720,45.58869934,-122.5979996,Portland,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,PNS,Pensacola Regional Airport,3564,30.47340012,-87.18659973,Pensacola,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,QRO,Querétaro Intercontinental Airport,1838,20.6173,-100.185997,Queretaro,Mexico
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,SAL,Monseñor Óscar Arnulfo Romero International Airport,1892,13.4409,-89.055702,San Salvador,El Salvador
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,SDF,Louisville International Standiford Field,4014,38.1744,-85.736,Louisville,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,SJD,Los Cabos International Airport,1840,23.15180015563965,-109.7210007,San Jose Del Cabo,Mexico
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,SLW,Plan De Guadalupe International Airport,1810,25.54949951171875,-100.9290009,Saltillo,Mexico
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,TGU,Toncontín International Airport,1776,14.06089973449707,-87.21720123,Tegucigalpa,Honduras
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,TYR,Tyler Pounds Regional Airport,3848,32.35409927368164,-95.40239716,Tyler,United States
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,VSA,Carlos Rovirosa Pérez International Airport,1853,17.996999740600586,-92.81739807,Villahermosa,Mexico
IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States,YYC,Calgary International Airport,178,51.11389923,-114.0199966,Calgary,Canada
ICN,Incheon International Airport,3930,37.46910095214844,126.45099639892578,Seoul,South Korea,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
ICT,Wichita Eisenhower National Airport,3457,37.649899,-97.433098,Wichita,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
IND,Indianapolis International Airport,3585,39.7173,-86.294403,Indianapolis,United States,CLE,Cleveland Hopkins International Airport,3486,41.4117012,-81.84980011,Cleveland,United States
IND,Indianapolis International Airport,3585,39.7173,-86.294403,Indianapolis,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
JAC,Jackson Hole Airport,4027,43.6072998,-110.737999,Jacksn Hole,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
JAX,Jacksonville International Airport,3712,30.49410057067871,-81.68789673,Jacksonville,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
JED,King Abdulaziz International Airport,2072,21.6796,39.156502,Jeddah,Saudi Arabia,FRA,Frankfurt am Main Airport,340,50.033333,8.570556,Frankfurt,Germany
JFK,John F Kennedy International Airport,3797,40.63980103,-73.77890015,New York,United States,FRA,Frankfurt am Main Airport,340,50.033333,8.570556,Frankfurt,Germany
JFK,John F Kennedy International Airport,3797,40.63980103,-73.77890015,New York,United States,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
JFK,John F Kennedy International Airport,3797,40.63980103,-73.77890015,New York,United States,SAL,Monseñor Óscar Arnulfo Romero International Airport,1892,13.4409,-89.055702,San Salvador,El Salvador
JHW,Chautauqua County-Jamestown Airport,7059,42.15340042,-79.25800323,Jamestown,United States,CLE,Cleveland Hopkins International Airport,3486,41.4117012,-81.84980011,Cleveland,United States
KGL,Kigali International Airport,1165,-1.96863,30.1395,Kigali,Rwanda,EBB,Entebbe International Airport,1187,0.042386,32.443501,Entebbe,Uganda
KOA,Ellison Onizuka Kona International At Keahole Airport,3514,19.738783,-156.045603,Kona,United States,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
KWA,Bucholz Army Air Field,2251,8.720120429992676,167.73199462890625,Kwajalein,Marshall Islands,MAJ,Marshall Islands International Airport,2249,7.064760208129883,171.27200317382812,Majuro,Marshall Islands
LAN,Capital City Airport,3544,42.77870178222656,-84.58740234,Lansing,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
LAS,McCarran International Airport,3877,36.08010101,-115.1520004,Las Vegas,United States,FAT,Fresno Yosemite International Airport,3687,36.77619934082031,-119.7180023,Fresno,United States
LAS,McCarran International Airport,3877,36.08010101,-115.1520004,Las Vegas,United States,PSP,Palm Springs International Airport,3839,33.82970047,-116.5070038,Palm Springs,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,ASE,Aspen-Pitkin Co/Sardy Field,7001,39.22320175,-106.8690033,Aspen,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,BOS,General Edward Lawrence Logan International Airport,3448,42.36429977,-71.00520325,Boston,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,CUN,Cancún International Airport,1852,21.036500930800003,-86.87709808,Cancun,Mexico
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,FAT,Fresno Yosemite International Airport,3687,36.77619934082031,-119.7180023,Fresno,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,JFK,John F Kennedy International Airport,3797,40.63980103,-73.77890015,New York,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,MUC,Munich Airport,346,48.353802,11.7861,Munich,Germany
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,PDX,Portland International Airport,3720,45.58869934,-122.5979996,Portland,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,PTY,Tocumen International Airport,1871,9.071359634,-79.38349915,Panama City,Panama
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SAN,San Diego International Airport,3731,32.73360062,-117.1900024,San Diego,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SMX,Santa Maria Pub/Capt G Allan Hancock Field,5772,34.89889908,-120.4570007,Santa Maria,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,YUM,Yuma MCAS/Yuma International Airport,3596,32.65660095,-114.6060028,Yuma,United States
LBB,Lubbock Preston Smith International Airport,3829,33.663601,-101.822998,Lubbock,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LEX,Blue Grass Airport,4017,38.03649902,-84.60590363,Lexington KY,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States,YUL,Montreal / Pierre Elliott Trudeau International Airport,146,45.47060013,-73.74079895,Montreal,Canada
LHR,London Heathrow Airport,507,51.4706,-0.461941,London,United Kingdom,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
LIH,Lihue Airport,3602,21.97599983215332,-159.3390045,Lihue,United States,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
LIR,Daniel Oduber Quiros International Airport,1881,10.5933,-85.544403,Liberia,Costa Rica,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
LIT,Bill & Hillary Clinton National Airport/Adams Field,3660,34.729400634799994,-92.22429657,Little Rock,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
LNK,Lincoln Airport,3543,40.85100173950195,-96.75920105,Lincoln,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
LRD,Laredo International Airport,3691,27.543800354003906,-99.46160126,Laredo,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MAJ,Marshall Islands International Airport,2249,7.064760208129883,171.27200317382812,Majuro,Marshall Islands,HNL,Daniel K Inouye International Airport,3728,21.32062,-157.924228,Honolulu,United States
MBJ,Sangster International Airport,1780,18.503700256347656,-77.91339874,Montego Bay,Jamaica,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MCI,Kansas City International Airport,3458,39.2976,-94.713898,Kansas City,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,PNS,Pensacola Regional Airport,3564,30.47340012,-87.18659973,Pensacola,United States
MCT,Muscat International Airport,2194,23.593299865722656,58.284400939941406,Muscat,Oman,AUH,Abu Dhabi International Airport,2179,24.433000564575195,54.651100158691406,Abu Dhabi,United Arab Emirates
MEM,Memphis International Airport,3473,35.04240036010742,-89.97669983,Memphis,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
MGW,Morgantown Municipal Walter L. Bill Hart Field,4284,39.64289856,-79.91629791,Morgantown,United States,CKB,North Central West Virginia Airport,5730,39.29660034,-80.22810364,Clarksburg,United States
MHH,Leonard M Thompson International Airport,1930,26.5114,-77.083503,Marsh Harbor,Bahamas,PBI,Palm Beach International Airport,3722,26.68320083618164,-80.09559631,West Palm Beach,United States
MIA,Miami International Airport,3576,25.79319953918457,-80.29060364,Miami,United States,CLO,Alfonso Bonilla Aragon International Airport,2715,3.54322,-76.3816,Cali,Colombia
MIA,Miami International Airport,3576,25.79319953918457,-80.29060364,Miami,United States,GUA,La Aurora Airport,1767,14.5833,-90.527496,Guatemala City,Guatemala
MIA,Miami International Airport,3576,25.79319953918457,-80.29060364,Miami,United States,MDE,Jose Maria Córdova International Airport,2745,6.16454,-75.4231,Rio Negro,Colombia
MIA,Miami International Airport,3576,25.79319953918457,-80.29060364,Miami,United States,ZRH,Zürich Airport,1678,47.464699,8.54917,Zurich,Switzerland
MKE,General Mitchell International Airport,3717,42.947200775146484,-87.89659882,Milwaukee,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MLM,General Francisco J. Mujica International Airport,1821,19.84989929,-101.0250015,Morelia,Mexico,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MOB,Mobile Regional Airport,3782,30.69120026,-88.24279785,Mobile,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
MRY,Monterey Peninsula Airport,3948,36.58700180053711,-121.8430023,Monterey,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,3858,44.882,-93.221802,Minneapolis,United States,CLE,Cleveland Hopkins International Airport,3486,41.4117012,-81.84980011,Cleveland,United States
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,3858,44.882,-93.221802,Minneapolis,United States,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
MSY,Louis Armstrong New Orleans International Airport,3861,29.99340057373047,-90.25800323,New Orleans,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
MSY,Louis Armstrong New Orleans International Airport,3861,29.99340057373047,-90.25800323,New Orleans,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
MTY,General Mariano Escobedo International Airport,1825,25.7784996,-100.1070023,Monterrey,Mexico,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
MUC,Munich Airport,346,48.353802,11.7861,Munich,Germany,JFK,John F Kennedy International Airport,3797,40.63980103,-73.77890015,New York,United States
MYR,Myrtle Beach International Airport,3515,33.67969894,-78.92829895,Myrtle Beach,United States,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
NBO,Jomo Kenyatta International Airport,4059,-1.319239974,36.92779922,Nairobi,Kenya,BRU,Brussels Airport,302,50.901401519800004,4.48443985,Brussels,Belgium
NRT,Narita International Airport,2279,35.76470184,140.3860016,Tokyo,Japan,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
NRT,Narita International Airport,2279,35.76470184,140.3860016,Tokyo,Japan,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
NRT,Narita International Airport,2279,35.76470184,140.3860016,Tokyo,Japan,SEA,Seattle Tacoma International Airport,3577,47.449001,-122.308998,Seattle,United States
NSI,Yaoundé Nsimalen International Airport,4161,3.722559928894043,11.553299903869629,Yaounde,Cameroon,DLA,Douala International Airport,897,4.006080151,9.719479560849999,Douala,Cameroon
OGG,Kahului Airport,3456,20.8986,-156.429993,Kahului,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
OKC,Will Rogers World Airport,3863,35.39310073852539,-97.60070038,Oklahoma City,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
OMA,Eppley Airfield,3454,41.3032,-95.894096,Omaha,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
ONT,Ontario International Airport,3734,34.055999755859375,-117.6009979,Ontario,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,ALB,Albany International Airport,3864,42.74829864501953,-73.80169678,Albany,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,AUS,Austin Bergstrom International Airport,3673,30.194499969482422,-97.66989899,Austin,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,BNA,Nashville International Airport,3690,36.12450027,-86.67819977,Nashville,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,BUF,Buffalo Niagara International Airport,3820,42.94049835,-78.73220062,Buffalo,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,CDG,Charles de Gaulle International Airport,1382,49.012798,2.55,Paris,France
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,CMH,John Glenn Columbus International Airport,3759,39.998001,-82.891899,Columbus,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,CVG,Cincinnati Northern Kentucky International Airport,3488,39.04880142,-84.6678009,Cincinnati,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,DUS,Düsseldorf Airport,345,51.289501,6.76678,Duesseldorf,Germany
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,FLL,Fort Lauderdale Hollywood International Airport,3533,26.072599,-80.152702,Fort Lauderdale,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,GRB,Austin Straubel International Airport,3653,44.48509979248047,-88.12960052,Green Bay,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,HKG,Hong Kong International Airport,3077,22.308901,113.915001,Hong Kong,Hong Kong
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,LAN,Capital City Airport,3544,42.77870178222656,-84.58740234,Lansing,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,LHR,London Heathrow Airport,507,51.4706,-0.461941,London,United Kingdom
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,MIA,Miami International Airport,3576,25.79319953918457,-80.29060364,Miami,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,MSN,Dane County Regional Truax Field,3459,43.13990020751953,-89.33750153,Madison,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,MYR,Myrtle Beach International Airport,3515,33.67969894,-78.92829895,Myrtle Beach,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,OMA,Eppley Airfield,3454,41.3032,-95.894096,Omaha,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,PHL,Philadelphia International Airport,3752,39.87189865112305,-75.2410965,Philadelphia,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,PTY,Tocumen International Airport,1871,9.071359634,-79.38349915,Panama City,Panama
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,PWM,Portland International Jetport Airport,3862,43.64619827,-70.30930328,Portland,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,ROC,Greater Rochester International Airport,3622,43.118900299072266,-77.67240143,Rochester,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,SBN,South Bend Regional Airport,4359,41.70869827270508,-86.31729889,South Bend,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,SGF,Springfield Branson National Airport,4348,37.24570084,-93.38860321,Springfield,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,SMF,Sacramento International Airport,3817,38.69540023803711,-121.5910034,Sacramento,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,STL,St Louis Lambert International Airport,3678,38.748697,-90.370003,St. Louis,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,TUL,Tulsa International Airport,3855,36.19839859008789,-95.88809967,Tulsa,United States
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,YEG,Edmonton International Airport,49,53.309700012200004,-113.5800018,Edmonton,Canada
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,YUL,Montreal / Pierre Elliott Trudeau International Airport,146,45.47060013,-73.74079895,Montreal,Canada
ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States,YYC,Calgary International Airport,178,51.11389923,-114.0199966,Calgary,Canada
ORF,Norfolk International Airport,3611,36.89459991455078,-76.20120239,Norfolk,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
